1zp4;-1
4c71;-1
3mww;23
1udb;11
3ufp;0
1qr0;-1
3m6v;-1
4xt6;-1
1mvn;11
5dos;6
3msn;-1
3akn;-1
3bti;-1
3o0q;-1
3lli;-1
4e5m;-1
4lhw;-1
4i58;-1
1jhq;-1
5fpe;-1
4dan;-1
3tki;6
1klm;17
2ydj;6
4ajj;-1
4jhd;-1
1w1s;-1
1a9c;-1
1wbw;6
5c41;-1
4uyg;-1
2ph6;13
2q7l;16
2hhu;-1
3aiw;-1
3imx;26
3ey9;-1
1h69;-1
3fkn;6
4lsj;16
4hrq;-1
4rqv;6
1rv7;12
5emh;11
3jq9;14
3lz5;8
5fs9;-1
1ta6;9
3lvf;-1
4o4d;-1
1rye;-1
5djt;-1
4jwr;-1
1qr6;-1
4jaz;20
2i30;-1
2p15;20
3gg0;-1
1wav;-1
4b78;13
4ccb;6
3gx9;8
3v2j;18
2ayr;16
3qrt;6
4x8l;-1
2pl0;6
5akk;-1
2igy;-1
3f4b;14
4g2r;-1
1jdj;11
3wt0;-1
4ago;-1
4ca7;-1
1kp3;-1
1s1x;17
3ruh;-1
1i80;-1
2c6d;6
2cch;25
4mzq;-1
3tkh;6
1r9o;10
3kc3;-1
2zev;-1
3ork;6
3pzr;-1
3psu;-1
3rgz;-1
1ha3;-1
3b1j;-1
4rrj;-1
4q4e;-1
4rqu;21
4jwh;-1
3t8o;6
3lcu;11
1pr6;-1
3duw;-1
1wbs;6
2r3w;12
3ppr;-1
4o6n;-1
2acw;-1
2wgs;-1
3t54;-1
2xjg;4
4gl4;21
4lvg;-1
1iiq;12
3wnz;-1
2zfu;-1
3axt;-1
5cds;21
4qnq;-1
3mzs;-1
3fty;-1
4x2d;-1
2p9k;-1
4fsn;6
5ark;-1
4l9y;-1
4mzu;-1
4cy8;-1
4agu;-1
2ivd;-1
4lys;-1
2g7m;-1
1yon;-1
1jmg;-1
1yrc;10
2ab8;-1
1qmg;-1
4eq4;-1
2rhq;-1
2qe6;-1
3pkq;-1
1me8;8
4eil;-1
3csd;-1
4alg;-1
1l1r;11
2pck;3
2pdj;8
4hzt;13
1xq6;-1
4c68;-1
1bgq;4
1zxn;-1
3fui;-1
4n8i;-1
3ryr;-1
1i24;-1
2xyn;-1
5fa1;-1
4dtx;-1
3upf;-1
2kaw;-1
3hzi;-1
2r3o;6
4dpl;-1
3sqx;-1
1i2b;-1
1z0d;-1
4jji;21
5aaa;6
3nu0;1
2o8h;-1
3lu6;-1
4oaq;21
3dxj;-1
4lv5;-1
4nwz;-1
3n66;0
2cb8;-1
1oxo;22
4lch;-1
1w2o;-1
2pz8;-1
3rbq;-1
1nht;-1
3vr8;-1
1xb0;-1
4b67;15
2z54;12
1kor;-1
1kb9;-1
2rc4;-1
2pdp;8
4a33;-1
3kru;-1
2vdv;-1
3vtk;-1
1z44;-1
1jsc;-1
4m6l;1
3k3b;-1
1jyw;-1
3fi8;6
3v1u;-1
1r08;-1
5i9e;-1
1q9m;-1
2wf2;13
5jyd;-1
1q99;-1
4e2y;-1
2i80;-1
3f4x;18
1rkh;16
4iue;-1
5dr2;6
1w48;-1
2cvz;-1
2j40;-1
3m4n;-1
4gab;8
4fue;9
4utk;8
2cci;25
3w6h;-1
4mf0;-1
2gcq;-1
4zvy;-1
4ark;6
3lq4;-1
2i4j;20
1q8t;6
4ype;-1
4hw3;-1
1wpg;-1
4jaj;6
1nqv;-1
2z6i;-1
2zzn;-1
1u7w;-1
1mmv;0
3nut;-1
1iep;6
3ewd;8
1zx1;5
2oxt;-1
3nu5;12
1pme;6
3nw9;1
4mob;-1
2j07;-1
2pqj;-1
3n83;-1
1zot;-1
2zno;20
2brg;6
4dem;-1
1ml7;-1
4txi;-1
3v4t;-1
4l0q;21
1ykg;11
4mlp;-1
2i4x;12
4o0r;6
3d64;-1
4j0p;13
4r3c;6
4ky4;-1
2wyv;14
3kyt;16
3fwy;-1
3int;-1
2rs1;-1
3fy8;1
4nt3;-1
3svj;-1
4m09;-1
3jzm;-1
4jtp;-1
1gp5;-1
2e15;3
2hdn;-1
4i8q;-1
2p2l;-1
2ic5;-1
4dqf;12
1fyf;-1
1tl7;-1
3zo7;-1
4b68;15
3h8b;-1
3l0n;-1
3vfb;12
1ohh;-1
3ing;-1
1buq;-1
1hzz;-1
3vqx;-1
3tog;-1
4j1f;13
3tso;-1
4fuy;6
1fm4;-1
1jed;-1
1kt3;-1
3kc0;-1
4g74;-1
5av3;6
1php;-1
2daa;-1
4bqz;26
4kqk;-1
4ce3;4
3ful;-1
2pgt;7
2f3f;-1
3dd1;-1
2agv;-1
1m9q;0
4mvh;-1
3frz;-1
2b5o;-1
1u7t;14
4oea;16
4cf1;2
2xi3;23
2bpo;-1
4gbe;-1
1d5j;-1
1zem;-1
4tqg;11
4fny;6
2r3j;6
2zyw;-1
3tnl;-1
1dfo;-1
2c68;6
4hma;-1
3o7b;-1
3zk5;-1
2vtl;6
1wuw;-1
3pls;6
3tpv;-1
4cje;2
7ins;-1
2bak;6
3uon;-1
2egv;-1
3uzc;-1
4b4w;-1
2yk2;4
2i40;25
4z44;-1
2zd1;17
3w3k;-1
3rak;6
1gm7;-1
3qj0;-1
4coj;-1
3ck7;-1
1im2;-1
3gfd;-1
1egc;-1
2yog;-1
4js0;11
2pub;-1
3eem;-1
1xe5;-1
2ikh;8
4jve;-1
3bgi;-1
1nzx;-1
2vd0;-1
1ek6;-1
5c1p;-1
4wuj;-1
3w16;6
5a0y;-1
2xij;-1
1ajv;12
3sab;12
2xgm;-1
2ym8;6
1wsv;-1
3e9z;-1
1v45;-1
3hdh;-1
4p0g;-1
4cjq;2
1ht2;-1
3f88;-1
1grh;15
4kgk;-1
3qz1;-1
4nk9;6
4gw8;6
2e0a;-1
2d4v;-1
5eio;-1
2qd5;-1
1rx0;-1
2zwv;-1
4b1j;-1
3w4j;-1
2hej;-1
3cpp;10
4feh;-1
4nmd;-1
1ah0;8
3d4p;-1
1fm9;20
3dfr;1
4fqf;-1
1odw;12
4aiy;-1
3drr;17
2y3r;-1
4n6y;6
1xon;-1
1qju;-1
3w0j;16
1czn;11
1piv;-1
3bl7;-1
1ad5;-1
3qih;12
4pyo;-1
2o1x;-1
3tyc;-1
4nke;-1
1b8o;-1
4h4w;15
2g28;-1
2chx;-1
2dxs;23
2j50;6
2ic3;17
1s7l;-1
4z38;-1
3dzv;-1
5iot;-1
2x8g;-1
4qgd;-1
4bqj;4
2jb2;-1
2hb8;16
3i9k;-1
4e7c;-1
4pnm;-1
3ne6;-1
4fkk;-1
4l4v;-1
4gbi;-1
4ug2;-1
1vij;12
3gub;6
5hs1;10
3lt5;5
3cx6;-1
3mo5;-1
2vq5;-1
2aa5;20
1dej;-1
2rd5;-1
2x0e;-1
3dlc;11
3qgd;23
3jyq;11
4q23;-1
2zgb;9
4dru;23
4ctk;-1
1cx2;-1
4afh;-1
3ete;-1
4blc;-1
1ewy;-1
2ahc;-1
3lp2;17
3vqu;6
3tgy;-1
3awi;-1
1b5e;-1
3q44;-1
4gki;-1
1cc2;19
1jd0;-1
2rl2;-1
4qi7;-1
4ju4;23
1ot7;20
1i36;-1
4anp;-1
3lpi;-1
1y7t;-1
2jap;14
1sdm;-1
1lri;-1
3ean;-1
2osf;18
3hcr;-1
2ycx;-1
1lpf;24
3igo;6
3b28;-1
3bi5;-1
1hak;-1
3u33;-1
1reo;19
4gn6;-1
4xq6;-1
3w3n;-1
3t74;-1
3aw9;-1
5dr6;6
1k02;8
1cl2;-1
4e7r;-1
1zmc;-1
4ze3;10
3x2u;6
5hi2;6
4m15;6
3d4s;-1
2qd4;-1
3uyk;-1
3koo;-1
2iiq;-1
3t7x;13
3svp;0
5cpp;10
1uys;-1
2b37;-1
1ty9;-1
3tuc;6
3s6f;-1
2fgk;-1
4htx;-1
4pmj;8
2ziq;9
1fvp;-1
1nr5;-1
4c34;6
4ts9;-1
3c4v;-1
3gus;7
4yvb;-1
4owv;-1
3b7t;-1
2nya;-1
2pa7;-1
3zgn;-1
1k6t;12
4txz;-1
3cph;-1
3acl;-1
1h1i;-1
1oo5;-1
4y6n;-1
1hnv;17
4yv2;-1
3cl1;-1
5ikq;-1
2r0p;-1
4hh4;-1
1p4a;-1
4h6z;-1
3kga;6
1s16;-1
1jqd;-1
3vc2;-1
3zxs;-1
5erm;-1
4jq3;-1
3px3;-1
4bwx;-1
2tys;-1
2w3v;1
3vw7;-1
2ol4;-1
3w0p;6
2q2y;-1
1a4w;9
4emw;24
1h3a;-1
3ql3;1
1dxo;-1
1ove;6
1p0p;-1
1jcm;8
2uw7;6
4f4s;-1
4u3j;-1
2wvm;-1
2q3f;-1
4opd;-1
3omu;-1
3mle;-1
1g0r;-1
1kyx;-1
3duy;-1
1grq;11
1qbt;12
2vos;-1
3axs;-1
2qg0;-1
4f3i;-1
3w0i;16
4a6r;22
3fx6;-1
3kb6;-1
2bqz;-1
4rtn;11
2du8;-1
4hsj;-1
3kvv;-1
3zlo;-1
2pdq;8
3zno;-1
3sxn;-1
4dpd;-1
3c0g;-1
1ie9;16
3n2i;-1
4u07;-1
3uwb;-1
1ej2;-1
3le9;-1
1naw;-1
3vmm;-1
3k2b;-1
2x8h;-1
4uga;-1
4id9;-1
2dux;8
2xik;6
1flm;-1
2evm;-1
2dbz;-1
3ozt;11
4wlv;-1
1gre;15
3nhk;5
2q3r;8
1dhi;-1
1z0a;-1
4j34;-1
3nfr;5
1c8t;-1
3qaa;12
3g6w;-1
4y7c;-1
2xiq;-1
3qiy;-1
4kbk;-1
4crz;-1
4d9w;-1
4l7g;13
4lcn;-1
2fgi;6
2ewa;6
4yig;-1
2dld;-1
3n0t;-1
1did;-1
4ckc;-1
1wbm;12
3hf3;-1
3mjr;-1
4bwa;-1
3tw3;-1
1sz3;-1
3sd0;-1
4k9x;10
2f38;8
3dlg;17
1q65;8
1zxc;-1
4idp;-1
4ie5;-1
3rl3;-1
2bi8;19
4eu6;-1
3zhz;-1
3s1s;-1
1ol7;6
3inl;-1
4uhi;-1
4o1y;-1
2h9i;11
4fqs;-1
3r9h;6
1xny;-1
2irz;13
1xiu;20
2pfg;11
3bjw;-1
3qf9;6
3cjt;-1
2yef;4
1wbb;-1
5j4e;-1
4h0y;-1
2e17;3
4lj7;-1
5f8e;-1
1uuo;8
4oze;-1
4nxv;-1
4opi;19
1n5v;-1
4knj;18
3l6j;-1
2idk;-1
4b6l;6
3jx5;0
1kt5;-1
2kwi;11
3h30;-1
4bf6;18
2wih;25
3rj5;-1
4eox;-1
2ag8;-1
1xah;-1
4bjz;19
3wsa;-1
4j4v;-1
4l9i;-1
2ybo;-1
1x09;-1
3l0l;-1
3ms5;-1
4q72;-1
4a51;-1
3nny;0
3vv0;-1
2wzy;-1
2ozo;6
3guh;-1
2z1x;8
1q3h;-1
3qud;6
1owi;9
2r6g;-1
4i01;-1
3aeb;-1
2pbz;-1
1a9t;-1
5d1n;11
2v6o;-1
2d5n;-1
3q6j;24
1izh;12
3ben;-1
5iub;-1
3b6p;-1
1rek;6
2qo6;-1
2q7k;16
3ar5;-1
3cop;-1
1kms;1
1pkf;10
5kj1;21
3bxr;12
3cmf;-1
3hdy;-1
3b9l;-1
4lm5;6
4jtr;-1
3ruk;-1
4yvh;-1
2qwn;26
3e7i;-1
4djq;12
4ara;-1
3tlh;-1
1t74;16
2qvy;-1
3ukl;-1
2we3;-1
3zmd;-1
2x2n;-1
4emy;-1
5f2k;-1
4fv9;6
4q1y;12
1kol;-1
3zls;6
3lhd;-1
3w2e;-1
3nmt;-1
3g2h;-1
2o4p;12
2a5u;-1
1bn5;-1
2puh;-1
1ksz;-1
1t4v;9
4cnj;-1
1zz7;-1
4ytn;-1
4fvr;6
4j36;-1
3ftw;-1
3nc9;-1
1f4f;-1
4m1e;-1
2tps;8
1lnm;-1
3esz;-1
3mla;-1
5b1y;-1
2czf;-1
3vjn;6
3op5;-1
2ati;-1
1v48;-1
4h3q;6
2j9h;7
1gp2;-1
1g4k;-1
1me7;8
3lp1;17
4fyx;-1
1wvy;6
3qyo;1
1o27;-1
3u3o;-1
2g44;20
1hdc;14
3hrr;-1
2vd5;-1
3pka;-1
3mn6;-1
4cdm;-1
1xng;-1
4qnv;-1
2qzs;-1
2xck;6
4xiv;-1
2oz0;-1
4fe6;-1
2y6p;-1
3kai;-1
4oe4;-1
3f6s;-1
4co4;-1
4bie;-1
4fyh;-1
1oon;-1
4phu;-1
2ydd;-1
2vbv;-1
3keo;-1
2ab2;20
1nsy;-1
4neu;-1
3mlb;-1
3ql6;-1
1d4h;12
1w5x;12
3dcv;6
1ikv;17
2trs;-1
2gew;19
1l5k;-1
4b64;15
1bdr;12
2xno;6
4bkj;6
4jxz;-1
3eko;-1
3k1w;-1
4dsu;11
2yqj;-1
1tv8;-1
4rup;16
