0,0,0,0,0,-0.54499,0,0,-0.54499,0,0,0,0,0,0,-0,0,0,0,0
0,0,-0.54499,0,0,0,0,0,-0,0,0,0,0,0,0,-0.54499,0,0,0,0
0,0,0.83844,0,0,0.83844,0,0,-0.83844,0,0,0,0,0,0,-0.83844,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.54499,0,0,0,0,0.54499,-0,0,0,0,0,0,0,0,0,0
-0.54499,0,0,0,0,0,0,0,0,-0,-0.54499,0,0,0,0,0,0,0,0,0
0.83844,0,0,0,0.83844,0,0,0,0,-0.83844,-0.83844,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.54499,0,0,0,-0,0.54499,0,0,0,0,0,0,0
0,0.54499,0,0,0,0,0,0,0,0,0,0.54499,-0,0,0,0,0,0,0,0
0,0.83844,0,0,0,0,0,0.83844,0,0,0,-0.83844,-0.83844,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-0.54499,0,0,0,0,0,0,-0.54499,-0,0,0,0,0,0
0,0,0,0.54499,0,0,0,0,0,0,0,0,0,-0,0.54499,0,0,0,0,0
0,0,0,0.83844,0,0,0.83844,0,0,0,0,0,0,-0.83844,-0.83844,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,-0.54499,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.54499,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.83844,0,0,0,0,0.83844,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.54499,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,-0.54499,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.83844,0,0,0.83844,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.54499,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.54499,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.83844,0,0,0.83844,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,-0.54499,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54499,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.83844,0,0,0.83844,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
