0,0,0
0.26,0,0
0.26,0.26,0
0,0.26,0
0,0,0.4
0.26,0,0.4
0.26,0.26,0.4
0,0.26,0.4
0,0,0.8
0.26,0,0.8
0.26,0.26,0.8
0,0.26,0.8
0,0,1.2
0.26,0,1.2
0.26,0.26,1.2
0,0.26,1.2
0,0,1.6
0.26,0,1.6
0.26,0.26,1.6
0,0.26,1.6
0,0,2
0.26,0,2
0.26,0.26,2
0,0.26,2
